suburb,address,listing_type,property_type,postcode,buy_price,rent_price,bedrooms,bathrooms,carspaces,landsize,year_built,latitude,longitude,features
Newport,4/31 Clyde St,buy,house,3015,655800,,3,2,1,178,2009,-37.8416,144.8651,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Sunshine North,13 Surman Ct,buy,house,3020,480000,,3,1,2,546,1978,-37.7555,144.8295,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Avondale Heights,1/24 Bordeaux St,buy,house,3034,522500,,2,1,1,220,1995,-37.756,144.8641,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Bentleigh East,11b Lilac St,buy,townhouse,3165,1005000,,4,2,2,296,2006,-37.9197,145.05700000000004,"['Garage', 'Balcony', 'Heating', 'City view', 'Air conditioning']"
Reservoir,11 Mais St,buy,house,3073,905000,,4,2,2,696,1965,-37.7074,145.0276,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Essendon,59 Hedderwick St,buy,house,3040,2800000,,5,4,6,877,2005,-37.7491,144.9002,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Templestowe Lower,34 Parker St,buy,house,3107,1210000,,3,1,1,794,1960,-37.7569,145.1179,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Murrumbeena,1/211 Murrumbeena Rd,buy,apartment,3163,535000,,2,1,1,77,1970,-37.8999,145.0643,"['Secure parking', 'Balcony', 'Lift', 'Shared gym', 'NBN ready', 'Secure access']"
Glen Iris,15 Renwick St,buy,house,3146,2165000,,4,3,2,409,2016,-37.852,145.07321000000005,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Ashwood,3 Harold St,buy,house,3147,1500000,,4,2,1,593,1930,-37.8655,145.096,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Bentleigh East,10 Majdal St,buy,house,3165,1225000,,3,1,2,580,1950,-37.90984,145.08001000000004,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Alphington,38 Bennett St,buy,house,3078,2100000,,4,2,2,575,2008,-37.7723,145.0319,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Altona,3/46 Sargood St,buy,apartment,3018,447000,,2,1,1,137,1990,-37.8655,144.8299,"['Secure parking', 'Balcony', 'Lift', 'Shared gym', 'NBN ready', 'Secure access']"
Ferntree Gully,14 Hancock Dr,buy,house,3156,791100,,3,2,2,640,1980,-37.89335,145.27924,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Newport,91 High St,buy,house,3015,970000,,4,1,1,619,1915,-37.839,144.8854,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Brighton,31 Orchard St,buy,house,3186,2100000,,5,5,2,552,1920,-37.9012,144.997,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Moonee Ponds,2 Parry St,buy,house,3039,1740000,,5,1,2,739,1930,-37.7613,144.9177,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Ringwood,26 Major St,buy,house,3134,882500,,3,2,2,918,1975,-37.794,145.24636,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Pascoe Vale,5 Virginia St,buy,house,3044,600000,,3,1,4,557,1955,-37.7156,144.94299999999996,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Carrum,29 Whatley St,buy,house,3197,625000,,3,2,1,379,1950,-38.07912,145.12965,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Hawthorn East,1/27 Auburn Gr,buy,house,3123,1405000,,3,2,2,185,1985,-37.8255,145.0481,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Richmond,61 Baker St,buy,house,3121,1310000,,3,1,1,209,1920,-37.81179,145.00351,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Glen Iris,62 Staughton Rd,buy,house,3146,1998000,,4,2,1,739,2002,-37.8513,145.0601,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Moorabbin,14 Avon St,buy,house,3189,987000,,3,1,1,603,1960,-37.9404,145.0464,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Flemington,20 Glance St,buy,house,3031,991000,,3,1,4,402,1915,-37.7867,144.9249,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Westmeadows,14 Devenish Ct,buy,house,3049,410000,,3,1,2,542,1970,-37.66948,144.90385,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Reservoir,39 Mason St,buy,house,3073,786000,,4,3,1,595,2013,-37.7283,145.0072,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Glen Iris,32 Howie St,buy,house,3146,1751000,,3,1,3,609,1930,-37.8542,145.0733,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Eaglemont,34 Durham St,buy,house,3084,1601000,,3,1,1,872,1960,-37.7618,145.0649,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Glenroy,139 John St,buy,house,3046,765500,,3,2,2,780,1970,-37.6955,144.9389,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Reservoir,1/21 Crookston Rd,buy,house,3073,550000,,3,2,2,260,2006,-37.7106,145.0225,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Brunswick West,30 Cornwall St,buy,house,3055,1000000,,3,1,2,399,1950,-37.75744,144.94945,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Mitcham,29 Fuller St,buy,house,3132,950000,,3,1,2,608,1975,-37.82583,145.20608,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Chadstone,1/1 Dundee Av,buy,house,3148,995000,,4,2,1,402,1960,-37.88658,145.09297,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
West Melbourne,8/115 Stanley St,buy,townhouse,3003,800000,,2,2,2,54,2006,-37.8094,144.9479,"['Garage', 'Balcony', 'Heating', 'City view', 'Air conditioning']"
Gladstone Park,305 Carrick Dr,buy,house,3043,691000,,5,2,3,551,1975,-37.68329,144.89302,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Mont Albert,26 Serpentine St,buy,townhouse,3127,1200000,,3,2,2,255,2000,-37.8192,145.111,"['Garage', 'Balcony', 'Heating', 'City view', 'Air conditioning']"
Carnegie,5/33 Gnarwyn Rd,buy,apartment,3163,632500,,2,1,1,99,1965,-37.8946,145.0588,"['Secure parking', 'Balcony', 'Lift', 'Shared gym', 'NBN ready', 'Secure access']"
Balwyn North,39 Kawarren St,buy,house,3104,1388800,,4,2,1,517,1970,-37.783,145.0926,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Forest Hill,35 Panorama Dr,buy,house,3131,945000,,4,2,2,294,2010,-37.85156,145.16923,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Mont Albert,1 Howson Ct,buy,house,3127,2100000,,4,2,5,719,1950,-37.812,145.1082,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Kew,29 Denmark St,buy,house,3101,1300000,,3,1,2,257,1920,-37.81176,145.02807,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Carnegie,1/70 Truganini Rd,buy,townhouse,3163,795000,,2,2,1,133,2009,-37.8911,145.0539,"['Garage', 'Balcony', 'Heating', 'City view', 'Air conditioning']"
Bulleen,43 Robert St,buy,house,3105,1310000,,1,1,1,604,1999,-37.75981,145.08598999999995,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Greenvale,5 Barmah Gra,buy,house,3059,715000,,4,2,2,680,2011,-37.61236,144.90753,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Coburg,3 Mavis St,buy,house,3058,1202000,,3,2,2,423,1940,-37.7493,144.9559,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Balwyn North,42 Maud St,buy,house,3104,1480000,,3,1,4,605,1950,-37.7951,145.0696,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Sunbury,19 Muirfield Dr,buy,house,3429,475000,,3,1,4,754,1985,-37.58442,144.75565,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Preston,62 Leicester St,buy,house,3072,1142500,,4,1,2,560,1970,-37.743,144.9914,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Doncaster East,45 Elizabeth St,buy,house,3109,1385000,,4,3,2,417,1980,-37.79223,145.14606,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Sunshine,34 Ernest St,buy,house,3020,890000,,4,1,2,668,1930,-37.7796,144.845,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Frankston South,14 Hoadley Av,buy,house,3199,810000,,3,1,2,835,1960,-38.15983,145.11351000000005,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Highett,33 Haynes St,buy,house,3190,1820000,,4,2,2,680,2006,-37.94882,145.03111,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Strathmore,4 Collegian Av,buy,house,3041,1848000,,3,1,3,824,1935,-37.73797,144.92455,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Pascoe Vale,55 Alpine Gr,buy,house,3044,980000,,3,1,1,546,1950,-37.72208,144.93714,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Epping,62 Davisson St,buy,house,3076,660000,,4,1,3,558,1980,-37.64666,145.03062,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Strathmore,187 Mascoma St,buy,house,3041,1280000,,3,3,2,571,1960,-37.71965,144.90831,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Hadfield,1/22 Volga St,buy,townhouse,3046,510000,,3,2,2,234,2012,-37.707,144.9411,"['Garage', 'Balcony', 'Heating', 'City view', 'Air conditioning']"
Maidstone,19 Howard St,buy,house,3012,865000,,2,1,2,327,1950,-37.78947,144.88105,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Doncaster,183a High St,buy,apartment,3108,751800,,3,1,2,109,2001,-37.7749,145.1138,"['Secure parking', 'Balcony', 'Lift', 'Shared gym', 'NBN ready', 'Secure access']"
Albion,3 Merlow St,buy,house,3020,820000,,4,2,1,604,1950,-37.77967,144.81275,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Sunshine West,25 The Avenue,buy,house,3020,750500,,3,2,6,805,1995,-37.7966,144.7928,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Caulfield South,5 Alder St,buy,house,3162,1460000,,3,1,2,451,1960,-37.8874,145.019,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Newport,78A Oxford St,buy,house,3015,1316000,,4,2,3,539,2000,-37.8366,144.8773,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Mitcham,53 Dunlavin Rd,buy,house,3132,1200000,,4,3,2,367,2015,-37.81338,145.18551000000005,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Melton,2 Kym Pl,buy,house,3337,420000,,4,2,2,642,2004,-37.69159000000001,144.5864,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Templestowe Lower,4 Finn Ct,buy,house,3107,1051000,,3,2,1,962,1970,-37.7644,145.112,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Coburg North,1 McDonnell Rd,buy,house,3058,820000,,2,1,4,629,1960,-37.7276,144.9688,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Reservoir,12 Nisbett St,buy,house,3073,546000,,3,1,2,592,1960,-37.728,145.0352,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Bentleigh East,123 MacKie Rd,buy,house,3165,1161000,,3,2,3,629,1950,-37.912,145.0752,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
South Morang,28 Kestrel Rd,buy,house,3752,875000,,4,2,2,613,2004,-37.62648,145.07141,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Brighton,73 Martin St,buy,house,3186,3320000,,4,3,2,644,2000,-37.8964,144.9972,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Caulfield East,24 Clifton St,buy,house,3145,1609000,,4,2,2,664,1900,-37.88376,145.04476,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Hoppers Crossing,62 Powell Dr,buy,house,3029,557000,,3,1,2,577,1975,-37.88505,144.69423,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Dandenong North,110 Gladstone Rd,buy,house,3175,627000,,3,1,1,610,1970,-37.96322,145.20586,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Cheltenham,31 Eden St,buy,house,3192,1255000,,4,2,4,712,1960,-37.97145,145.06132,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Collingwood,3A Blanche St,buy,townhouse,3066,1308000,,3,1,2,125,1990,-37.7953,144.9864,"['Garage', 'Balcony', 'Heating', 'City view', 'Air conditioning']"
Glen Iris,1/15 Scott Gr,buy,townhouse,3146,1220000,,3,2,2,278,1999,-37.8574,145.0496,"['Garage', 'Balcony', 'Heating', 'City view', 'Air conditioning']"
Yarraville,40 Freeman St,buy,house,3013,670000,,3,1,1,477,1960,-37.8186,144.8736,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Avondale Heights,20 Westminster Dr,buy,house,3034,892500,,3,1,1,586,1965,-37.7642,144.8603,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Ascot Vale,10 Fenton St,buy,house,3032,1053000,,2,1,1,269,1900,-37.7748,144.929,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Croydon,30 Allendale Rd,buy,house,3136,865000,,5,2,2,974,1975,-37.79189,145.29661000000004,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Seddon,48 Hamilton St,buy,house,3011,1502000,,4,3,1,934,2014,-37.80898,144.88701,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Preston,14 West St,buy,house,3072,1190000,,3,2,2,572,1935,-37.736,145.0033,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Avondale Heights,6 Ridley Av,buy,house,3034,720000,,3,1,1,582,1965,-37.76063,144.8603,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Moonee Ponds,24 Steele St,buy,house,3039,1322000,,4,1,1,549,1930,-37.7696,144.929,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Footscray,12 Jerrold St,buy,house,3011,891000,,4,1,3,446,1920,-37.79221,144.89076,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Craigieburn,13 Eveline St,buy,house,3064,480000,,4,2,2,312,2015,-37.56857,144.91693999999995,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Bayswater,32 Kumala Rd,buy,house,3153,930000,,5,2,2,992,1970,-37.84613,145.25606000000005,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Beaumaris,16A Coronet Gr,buy,townhouse,3193,1850000,,3,3,2,252,2007,-37.98453,145.02659,"['Garage', 'Balcony', 'Heating', 'City view', 'Air conditioning']"
Sandringham,221 Bluff Rd,buy,house,3191,1490000,,4,2,2,503,1930,-37.95685,145.01977,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Strathmore,5 Kilburn St,buy,house,3041,1610000,,4,3,2,861,1955,-37.73154,144.92243,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Doncaster East,5 Thea Gr,buy,house,3109,1125000,,4,3,2,284,2006,-37.79773,145.15141,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Sunshine West,17 Fern St,buy,house,3020,480000,,3,1,2,696,1960,-37.7836,144.7988,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Ascot Vale,78 Francis St,buy,house,3032,1135000,,3,1,1,296,1910,-37.777,144.9176,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Craigieburn,2 Ravenwoods Wy,buy,house,3064,492000,,3,2,2,255,2009,-37.59735,144.91118,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Hawthorn East,336 Riversdale Rd,buy,house,3123,2450000,,4,2,1,697,1905,-37.8307,145.0498,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Toorak,296A Williams Rd,buy,house,3142,2840000,,3,2,4,1317,2000,-37.838,145.0054,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Camberwell,46 Athelstan Rd,buy,house,3124,2608000,,5,2,4,730,1920,-37.8424,145.0639,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Keysborough,3 Oakwood Dr,buy,house,3173,575000,,4,1,2,384,1975,-37.99318,145.15939,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Fawkner,16 Lynch Rd,buy,house,3060,775000,,3,1,2,621,1960,-37.71193,144.974,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Reservoir,1/72 Purinuan Rd,buy,townhouse,3073,620000,,3,2,2,207,2006,-37.7086,145.0251,"['Garage', 'Balcony', 'Heating', 'City view', 'Air conditioning']"
Thornbury,52a Leinster Gr,buy,townhouse,3071,910500,,3,2,2,157,2010,-37.759,144.988,"['Garage', 'Balcony', 'Heating', 'City view', 'Air conditioning']"
Brighton East,25 Robinson St,buy,house,3187,2150000,,4,3,2,614,1970,-37.9186,145.0175,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Balwyn,12 Belmore Rd,buy,house,3103,2580000,,5,5,2,621,2009,-37.80199,145.06486,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Glenroy,65 Farview St,buy,house,3046,762700,,3,1,4,597,1960,-37.7097,144.9351,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Pascoe Vale,7/26 Snell Gr,buy,apartment,3044,497000,,2,1,1,123,1970,-37.7181,144.9322,"['Secure parking', 'Balcony', 'Lift', 'Shared gym', 'NBN ready', 'Secure access']"
Bulleen,10a Elizabeth St,buy,townhouse,3105,1250000,,3,2,2,315,1960,-37.7607,145.0853,"['Garage', 'Balcony', 'Heating', 'City view', 'Air conditioning']"
Surrey Hills,2A Edyvean St,buy,house,3127,1185000,,3,2,2,267,2000,-37.8302,145.1046,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Maribyrnong,6 Ibis Pl,buy,house,3032,1230000,,4,3,2,270,2009,-37.7847,144.8962,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Kew,8 Merrion Pl,buy,house,3101,1878000,,3,2,1,392,2015,-37.8081,145.0263,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Heidelberg Heights,498 Waterdale Rd,buy,house,3081,950000,,3,1,2,800,1960,-37.7406,145.0483,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Balwyn,166 Gordon St,buy,house,3103,2100000,,2,1,1,659,1920,-37.8094,145.0807,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Box Hill,6 Archibald St,buy,house,3128,4000000,,3,1,2,763,1945,-37.8166,145.1215,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Brighton,51 Bay St,buy,house,3186,2800000,,4,3,2,498,1900,-37.90396,144.99126,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Coburg North,7 Manly Ct,buy,house,3058,700000,,3,1,2,626,1950,-37.7201,144.9696,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Northcote,3 Brooke St,buy,house,3070,1950000,,4,2,1,489,1910,-37.7762,145.0027,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Port Melbourne,2/8 Thomas St,buy,house,3207,880000,,2,1,2,163,1980,-37.8359,144.9358,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Preston,8 Scotia St,buy,house,3072,1210000,,3,2,2,515,1920,-37.74794,144.99111000000005,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Coburg,203 Munro St,buy,house,3058,1400000,,4,1,1,856,1970,-37.7432,144.9481,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Seaholme,13 Sussex St,buy,house,3018,1415000,,5,3,6,705,2005,-37.864,144.8437,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Reservoir,273 Mahoneys Rd,buy,house,3073,601000,,3,1,2,460,1965,-37.6917,144.9755,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Mooroolbark,32 Churchill Dr,buy,house,3138,730000,,3,2,2,947,1978,-37.76517,145.3298,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Altona,5/57 Blyth St,buy,apartment,3018,730000,,3,2,1,70,2014,-37.868,144.8285,"['Secure parking', 'Balcony', 'Lift', 'Shared gym', 'NBN ready', 'Secure access']"
Keilor Lodge,61 Truro Cr,buy,house,3038,680000,,3,2,2,651,1991,-37.69727,144.79371,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Bentleigh East,601 South Rd,buy,house,3165,900000,,3,1,3,780,1940,-37.9347,145.0507,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Ashburton,3/39 Solway St,buy,townhouse,3147,2050000,,3,3,4,310,2014,-37.874,145.0714,"['Garage', 'Balcony', 'Heating', 'City view', 'Air conditioning']"
Berwick,9 Sunview Pl,buy,house,3806,950000,,4,4,2,603,2007,-38.06788,145.33966999999996,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Clayton,56 Eva St,buy,house,3168,1250000,,4,1,1,711,1960,-37.9255,145.11331,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Ivanhoe East,333 The Boulevard,buy,house,3079,1797000,,5,3,3,826,1955,-37.7793,145.0654,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Craigieburn,73 Mareeba Wy,buy,house,3064,523000,,4,2,2,484,2009,-37.58012,144.91998,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Doncaster,9 Arthur St,buy,house,3108,1355000,,3,1,1,814,1965,-37.7909,145.1309,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Bulleen,19 Barak St,buy,house,3105,1100000,,4,2,2,693,1975,-37.7743,145.0863,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Pascoe Vale,1/10 Callander Rd,buy,townhouse,3044,610000,,2,1,1,169,1995,-37.7186,144.9306,"['Garage', 'Balcony', 'Heating', 'City view', 'Air conditioning']"
Abbotsford,198 Gipps St,buy,house,3067,1242000,,2,1,1,249,1940,-37.8052,144.9963,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
West Footscray,742 Barkly St,buy,house,3012,1415000,,3,1,6,970,1955,-37.7958,144.8645,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Coburg,100 Reynard St,buy,house,3058,975000,,4,2,2,307,1996,-37.74800000000001,144.9602,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Footscray,15 Greer St,buy,house,3011,1000000,,4,2,1,180,1994,-37.79686,144.908,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Brunswick,30 Charles St,buy,house,3056,1350000,,4,1,1,370,1940,-37.7728,144.9639,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Brunswick West,2/494 Victoria St,buy,townhouse,3055,815000,,3,1,2,157,1999,-37.7652,144.9454,"['Garage', 'Balcony', 'Heating', 'City view', 'Air conditioning']"
Pascoe Vale,9 Somerset St,buy,house,3044,775000,,2,1,2,527,1950,-37.7304,144.9261,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Cremorne,175 Dover St,buy,townhouse,3121,1010000,,2,1,1,151,1998,-37.8311,144.9914,"['Garage', 'Balcony', 'Heating', 'City view', 'Air conditioning']"
Viewbank,34 Martins La,buy,house,3084,870000,,3,2,2,291,2000,-37.73253,145.0873,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
